"Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.ck2j","checkpoint.l3jo","checkpoint.r1eg","branch.vth2","Randomise.questionnaire.elements.","Question.Key","Response"
"36",1619549898624,"27/04/2021 18:58:18",1619549898368,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-1","N"
"37",1619549898624,"27/04/2021 18:58:18",1619549898368,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-2","MD"
"38",1619549898624,"27/04/2021 18:58:18",1619549898369,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-3","SA"
"39",1619549898624,"27/04/2021 18:58:18",1619549898369,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-4","MD"
"40",1619549898624,"27/04/2021 18:58:18",1619549898370,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-5","MD"
"41",1619549898624,"27/04/2021 18:58:18",1619549898371,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-6","MD"
"42",1619549898624,"27/04/2021 18:58:18",1619549898371,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-1","SD"
"43",1619549898781,"27/04/2021 18:58:18",1619549898372,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-2","SD"
"44",1619549898781,"27/04/2021 18:58:18",1619549898373,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-3","SD"
"45",1619549898781,"27/04/2021 18:58:18",1619549898373,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-4","SD"
"46",1619549898781,"27/04/2021 18:58:18",1619549898374,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","END QUESTIONNAIRE","132647"
"1",1619549852700,"27/04/2021 18:57:32",1619549851238,2,"27/04/2021 20:57:31",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1639x940","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","BEGIN QUESTIONNAIRE",""
"2",1619549904229,"27/04/2021 18:58:24",1619549902781,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1","MA"
"3",1619549904370,"27/04/2021 18:58:24",1619549902783,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1-quantised","4"
"4",1619549904370,"27/04/2021 18:58:24",1619549902783,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2","MD"
"5",1619549904370,"27/04/2021 18:58:24",1619549902783,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2-quantised","2"
"6",1619549904370,"27/04/2021 18:58:24",1619549902783,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3","N"
"7",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3-quantised","3"
"8",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4","MA"
"9",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4-quantised","4"
"10",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5","N"
"11",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5-quantised","3"
"12",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6","MA"
"13",1619549904370,"27/04/2021 18:58:24",1619549902784,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6-quantised","4"
"14",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7","MD"
"15",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7-quantised","2"
"16",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8","MA"
"17",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8-quantised","4"
"18",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9","MA"
"19",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9-quantised","4"
"20",1619549904370,"27/04/2021 18:58:24",1619549902785,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10","N"
"21",1619549904370,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10-quantised","3"
"22",1619549904370,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-1","MD"
"23",1619549904494,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-2","MA"
"24",1619549904494,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-3","N"
"25",1619549904494,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-4","MD"
"26",1619549904494,"27/04/2021 18:58:24",1619549902786,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-5","MA"
"27",1619549904494,"27/04/2021 18:58:24",1619549902787,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-6","MA"
"28",1619549904494,"27/04/2021 18:58:24",1619549902787,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-7","MD"
"29",1619549904494,"27/04/2021 18:58:24",1619549902787,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-8","MD"
"30",1619549904494,"27/04/2021 18:58:24",1619549902787,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-1","MA"
"31",1619549904494,"27/04/2021 18:58:24",1619549902788,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-2","MD"
"32",1619549904494,"27/04/2021 18:58:24",1619549902788,2,"27/04/2021 20:58:22",37327,10,"questionnaire-7w8d",NA,12239783,3694564,NA,"complete",NA,"608852d058c67e57ce12b009","computer","Desktop or Laptop","Windows 10","1680x1050","1624x897","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-3","N"
