"Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.ck2j","checkpoint.l3jo","checkpoint.r1eg","branch.vth2","Randomise.questionnaire.elements.","Question.Key","Response"
"14",1619549132325,"27/04/2021 18:45:32",1619549131492,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7","Strongly Disagree"
"15",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7-quantised","1"
"16",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8","Strongly Disagree"
"17",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8-quantised","1"
"18",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9","Strongly Disagree"
"19",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9-quantised","1"
"20",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10","Strongly Disagree"
"21",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10-quantised","1"
"22",1619549132325,"27/04/2021 18:45:32",1619549131493,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-1","MA"
"23",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-2","SD"
"24",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-3","SA"
"25",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-4","SA"
"26",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-5","SA"
"27",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-6","SA"
"28",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-7","SA"
"29",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-8","SA"
"30",1619549132447,"27/04/2021 18:45:32",1619549131494,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-1","MD"
"31",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-2","SA"
"32",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-3","SA"
"33",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-4","SA"
"34",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-5","N"
"35",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-6","SA"
"36",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-1","SD"
"37",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-2","MA"
"38",1619549132447,"27/04/2021 18:45:32",1619549131495,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-3","SA"
"39",1619549132447,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-4","SD"
"40",1619549132447,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-5","SD"
"41",1619549132447,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-6","SD"
"42",1619549132447,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-1","SD"
"43",1619549132572,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-2","SD"
"44",1619549132572,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-3","SD"
"45",1619549132572,"27/04/2021 18:45:32",1619549131496,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-4","SD"
"46",1619549132572,"27/04/2021 18:45:32",1619549131497,-4,"27/04/2021 14:45:31",37327,10,"questionnaire-7w8d",NA,12239386,3694575,NA,"complete",NA,"6088541c3c35698315d4e66b","computer","Desktop or Laptop","Windows 10","1920x1080","1903x937","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","END QUESTIONNAIRE","322726"
"1",1619549765633,"27/04/2021 18:56:05",1619549765728,-4,"27/04/2021 14:56:05",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1366x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","BEGIN QUESTIONNAIRE",""
"2",1619549898218,"27/04/2021 18:58:18",1619549898342,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1","Strongly Disagree"
"3",1619549898490,"27/04/2021 18:58:18",1619549898346,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1-quantised","1"
"4",1619549898490,"27/04/2021 18:58:18",1619549898346,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2","Strongly Disagree"
"5",1619549898490,"27/04/2021 18:58:18",1619549898347,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2-quantised","1"
"6",1619549898490,"27/04/2021 18:58:18",1619549898348,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3","Strongly Disagree"
"7",1619549898490,"27/04/2021 18:58:18",1619549898348,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3-quantised","1"
"8",1619549898490,"27/04/2021 18:58:18",1619549898349,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4","Strongly Disagree"
"9",1619549898490,"27/04/2021 18:58:18",1619549898351,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4-quantised","1"
"10",1619549898490,"27/04/2021 18:58:18",1619549898351,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5","Strongly Disagree"
"11",1619549898490,"27/04/2021 18:58:18",1619549898352,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5-quantised","1"
"12",1619549898490,"27/04/2021 18:58:18",1619549898353,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6","Strongly Disagree"
"13",1619549898490,"27/04/2021 18:58:18",1619549898354,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6-quantised","1"
"14",1619549898490,"27/04/2021 18:58:18",1619549898354,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7","Strongly Disagree"
"15",1619549898490,"27/04/2021 18:58:18",1619549898355,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7-quantised","1"
"16",1619549898490,"27/04/2021 18:58:18",1619549898355,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8","Strongly Disagree"
"17",1619549898490,"27/04/2021 18:58:18",1619549898356,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8-quantised","1"
"18",1619549898490,"27/04/2021 18:58:18",1619549898357,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9","Strongly Disagree"
"19",1619549898490,"27/04/2021 18:58:18",1619549898358,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9-quantised","1"
"20",1619549898490,"27/04/2021 18:58:18",1619549898358,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10","Strongly Disagree"
"21",1619549898490,"27/04/2021 18:58:18",1619549898359,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-10-quantised","1"
"22",1619549898490,"27/04/2021 18:58:18",1619549898359,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-1","MA"
"23",1619549898624,"27/04/2021 18:58:18",1619549898359,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-2","MA"
"24",1619549898624,"27/04/2021 18:58:18",1619549898360,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-3","MA"
"25",1619549898624,"27/04/2021 18:58:18",1619549898361,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-4","MA"
"26",1619549898624,"27/04/2021 18:58:18",1619549898361,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-5","SA"
"27",1619549898624,"27/04/2021 18:58:18",1619549898362,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-6","SA"
"28",1619549898624,"27/04/2021 18:58:18",1619549898362,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-7","MA"
"29",1619549898624,"27/04/2021 18:58:18",1619549898363,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-8","MA"
"30",1619549898624,"27/04/2021 18:58:18",1619549898363,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-1","N"
"31",1619549898624,"27/04/2021 18:58:18",1619549898364,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-2","SA"
"32",1619549898624,"27/04/2021 18:58:18",1619549898365,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-3","SA"
"33",1619549898624,"27/04/2021 18:58:18",1619549898365,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-4","SA"
"34",1619549898624,"27/04/2021 18:58:18",1619549898366,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-5","N"
"35",1619549898624,"27/04/2021 18:58:18",1619549898367,-4,"27/04/2021 14:58:18",37327,10,"questionnaire-7w8d",NA,12239760,3694589,NA,"complete",NA,"6088547873b8f275ca392058","computer","Desktop or Laptop","Windows 10","1366x768","1349x657","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-6","SA"
