"","ATB_PositiveExposure.1","ATB_PositiveExposure.2","ATB_PositiveExposure.3","ATB_PositiveExposure.4","ATB_PositiveExposure.5","ATB_PositiveExposure.6","ATB_PositiveExposure.7","ATB_PositiveExposure.8","ATB_PositiveExposure.9","ATB_PositiveExposure.10","ATB_NegativeExposure.1","ATB_NegativeExposure.2","ATB_NegativeExposure.3","ATB_NegativeExposure.4","ATB_NegativeExposure.5","ATB_NegativeExposure.6","ATB_NegativeExposure.7","ATB_NegativeExposure.8","ATB_Trade.Offs.1","ATB_Trade.Offs.2","ATB_Trade.Offs.3","ATB_Trade.Offs.4","ATB_Trade.Offs.5","ATB_Trade.Offs.6","ATB_Nurturance.1","ATB_Nurturance.2","ATB_Nurturance.3","ATB_Nurturance.4","ATB_Nurturance.5","ATB_Nurturance.6","ATB_FemaleRoleBeliefs.1","ATB_FemaleRoleBeliefs.2","ATB_FemaleRoleBeliefs.3","ATB_FemaleRoleBeliefs.4","ABS_total_mean","ABS_total_sd","ABS_PositiveExp_mean","ABS_PositiveExp_sd","ABS_NegativeExp_mean","ABS_NegativeExp_sd","ABS_TradeOffs_mean","ABS_TradeOffs_sd","ABS_Nurturance_mean","ABS_Nurturance_sd","ABS_RoleBelief_mean","ABS_RoleBelief_sd"
"130",1,1,1,1,1,1,1,1,1,4,4,3,3,4,5,5,5,2,3,5,4,4,3,4,3,4,3,2,2,2,3,3,3,3,2.79411764705882,1.36580338805798,1.3,0.948683298050514,3.875,1.1259916264596,3.83333333333333,0.752772652709081,2.66666666666667,0.816496580927726,3,0
"131",4,4,2,3,3,4,1,2,4,3,2,2,3,2,2,3,2,3,3,2,4,3,2,3,3,2,3,3,2,3,2,3,2,4,2.73529411764706,0.790428481015653,3,1.05409255338946,2.375,0.517549169506766,2.83333333333333,0.752772652709081,2.66666666666667,0.516397779494322,2.75,0.957427107756338
"132",5,4,4,5,4,4,5,5,5,4,2,2,1,2,1,1,1,1,3,3,4,4,4,3,4,5,4,5,4,5,1,1,1,1,3.17647058823529,1.56612991905243,4.5,0.52704627669473,1.375,0.517549169506766,3.5,0.547722557505166,4.5,0.547722557505166,1,0
"133",4,3,2,4,2,4,2,2,2,4,3,2,1,1,4,4,1,1,1,1,1,2,1,1,4,3,5,2,3,4,1,1,1,1,2.29411764705882,1.29168463560614,2.9,0.994428926011753,2.125,1.35620268186054,1.16666666666667,0.408248290463863,3.5,1.04880884817015,1,0
"134",4,4,1,5,4,4,3,4,3,4,1,1,2,2,1,1,1,1,2,2,2,4,2,2,5,4,5,2,4,4,1,1,1,1,2.58823529411765,1.43796251181428,3.6,1.07496769977314,1.25,0.462910049886276,2.33333333333333,0.816496580927726,4,1.09544511501033,1,0
"135",5,4,5,5,5,5,5,3,3,4,4,2,2,4,4,4,3,1,1,4,4,4,3,2,4,4,5,3,4,5,1,2,1,1,3.41176470588235,1.37328729826102,4.4,0.843274042711568,3,1.19522860933439,3,1.26491106406735,4.16666666666667,0.752772652709081,1.25,0.5
"136",3,3,2,4,4,2,1,3,2,3,4,1,2,3,5,3,1,3,2,4,5,5,4,4,5,4,5,2,4,4,4,2,3,3,3.20588235294118,1.20049009599756,2.7,0.948683298050514,2.75,1.38873014965883,4,1.09544511501033,4,1.09544511501033,3,0.816496580927726
"137",4,2,3,3,3,3,1,2,4,4,5,1,4,4,4,5,3,2,2,3,3,4,4,2,5,4,5,3,2,4,2,2,1,2,3.08823529411765,1.19005085347984,2.9,0.994428926011753,3.5,1.4142135623731,3,0.894427190999916,3.83333333333333,1.16904519445001,1.75,0.5
"138",3,4,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,4,2,3,3,2,4,3,3,3,2,2,3,3,3,3,3,3,2.67647058823529,0.638207159076591,2.5,0.707106781186548,2.625,0.744023809142845,2.83333333333333,0.752772652709081,2.66666666666667,0.516397779494322,3,0
"139",3,1,3,3,5,1,4,1,2,4,5,1,1,5,4,4,2,4,4,4,5,5,4,3,3,4,5,2,4,3,3,2,1,1,3.11764705882353,1.40916278351567,2.7,1.41813649241218,3.25,1.66904592079256,4.16666666666667,0.752772652709081,3.5,1.04880884817015,1.75,0.957427107756338
"140",1,1,1,1,1,1,1,1,1,1,5,2,5,5,5,4,5,5,5,5,5,5,3,5,1,3,5,1,4,3,5,5,5,5,3.26470588235294,1.84733753588225,1,0,4.5,1.0690449676497,4.66666666666667,0.816496580927726,2.83333333333333,1.60208197875972,5,0
"141",5,4,4,4,4,4,2,2,2,3,3,2,1,3,3,3,1,2,2,2,2,3,2,2,4,3,5,3,4,4,1,1,1,1,2.70588235294118,1.19416286805306,3.4,1.07496769977314,2.25,0.886405260427918,2.16666666666667,0.408248290463863,3.83333333333333,0.752772652709081,1,0
"142",2,2,2,2,2,2,1,2,2,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,3.20588235294118,0.977920234855456,1.9,0.316227766016838,3.625,0.517549169506766,4,0,3.5,0.836660026534076,4,0
"143",3,3,2,4,4,3,2,2,2,3,4,3,2,2,4,4,3,2,3,3,3,4,4,3,3,4,4,3,3,3,1,1,1,1,2.82352941176471,0.968303365789691,2.8,0.788810637746616,3,0.925820099772551,3.33333333333333,0.516397779494322,3.33333333333333,0.516397779494322,1,0
"144",1,1,1,1,1,1,1,1,1,1,4,5,5,2,5,5,5,5,5,5,5,5,5,5,2,1,4,1,1,2,1,1,1,1,2.67647058823529,1.8864844365676,1,0,4.5,1.0690449676497,5,0,1.83333333333333,1.16904519445001,1,0
"145",1,1,1,2,2,1,1,2,1,2,3,3,5,5,4,5,5,4,3,5,5,3,5,5,5,5,4,1,1,2,3,1,1,1,2.88235294117647,1.66541842740028,1.4,0.516397779494322,4.25,0.886405260427918,4.33333333333333,1.03279555898864,3,1.89736659610103,1.5,1
"146",1,1,1,2,1,1,1,1,1,1,4,1,4,5,5,3,5,1,3,4,5,5,4,4,1,4,3,3,5,3,1,1,1,1,2.55882352941176,1.63653692883161,1.1,0.316227766016838,3.5,1.69030850945703,4.16666666666667,0.752772652709081,3.16666666666667,1.32916013582513,1,0
"147",5,5,5,5,5,5,5,5,5,5,2,1,1,2,3,3,3,2,1,4,3,2,1,4,5,5,5,5,5,5,2,2,2,1,3.5,1.60018938273133,5,0,2.125,0.83452296039628,2.5,1.37840487520902,5,0,1.75,0.5
"148",3,3,3,3,3,3,3,2,3,3,3,1,4,4,5,3,5,3,3,4,4,4,3,4,3,4,5,4,4,4,2,1,1,1,3.17647058823529,1.08629445852581,2.9,0.316227766016838,3.5,1.30930734141595,3.66666666666667,0.516397779494322,4,0.632455532033676,1.25,0.5
"149",3,2,3,4,4,3,3,3,2,4,3,2,4,4,5,4,3,4,4,5,5,5,3,4,3,3,4,2,2,3,1,1,1,1,3.14705882352941,1.18404424930563,3.1,0.737864787372622,3.625,0.916125381312904,4.33333333333333,0.816496580927726,2.83333333333333,0.752772652709081,1,0
"150",3,3,2,3,4,3,2,2,3,4,3,4,3,3,4,4,3,3,2,3,3,4,2,3,2,2,2,2,2,2,1,1,1,1,2.61764705882353,0.921616033976187,2.9,0.737864787372622,3.375,0.517549169506766,2.83333333333333,0.752772652709081,2,0,1,0
"151",4,4,3,5,4,3,1,1,1,4,4,3,2,1,5,2,4,2,1,1,4,2,1,3,3,3,3,3,3,3,1,1,1,1,2.55882352941176,1.30711749652915,3,1.49071198499986,2.875,1.35620268186054,2,1.26491106406735,3,0,1,0
"152",1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,4,5,4,5,5,5,5,5,5,3,4,5,3,3,3,1,1,1,1,2.91176470588235,1.83183377337083,1,0,4.25,1.38873014965883,5,0,3.5,0.836660026534076,1,0
"153",3,4,4,3,3,3,3,3,3,4,4,1,2,2,3,2,2,2,4,3,3,3,3,4,5,5,5,4,3,4,2,1,1,1,3,1.12815214963553,3.3,0.483045891539648,2.25,0.886405260427918,3.33333333333333,0.516397779494322,4.33333333333333,0.816496580927726,1.25,0.5
"154",4,3,4,4,4,4,3,2,4,4,4,1,2,4,4,4,2,2,2,3,4,4,3,4,4,2,4,2,4,3,2,2,1,1,3.05882352941176,1.07142432729827,3.6,0.699205898780101,2.875,1.24642345475822,3.33333333333333,0.816496580927726,3.16666666666667,0.983192080250175,1.5,0.577350269189626
"155",2,1,2,2,4,4,4,1,1,3,5,2,4,2,4,4,1,3,1,4,5,5,1,2,3,2,5,1,4,5,1,1,1,3,2.73529411764706,1.48341995380886,2.4,1.26491106406735,3.125,1.35620268186054,3,1.89736659610103,3.33333333333333,1.63299316185545,1.5,1
"156",4,4,3,4,2,4,2,4,4,4,3,2,1,2,3,3,2,2,2,3,4,4,3,3,4,4,5,4,4,4,2,1,2,1,3.02941176470588,1.08670461314059,3.5,0.849836585598797,2.25,0.707106781186548,3.16666666666667,0.752772652709081,4.16666666666667,0.408248290463863,1.5,0.577350269189626
"157",3,4,2,4,5,3,2,1,2,4,1,1,1,2,2,1,2,2,1,3,2,5,5,2,5,3,5,4,4,4,2,2,1,2,2.70588235294118,1.38234345959505,3,1.24721912892465,1.5,0.534522483824849,3,1.67332005306815,4.16666666666667,0.752772652709081,1.75,0.5
"158",4,4,3,2,4,4,1,4,3,4,2,2,2,2,3,3,2,2,1,1,2,2,2,2,4,3,4,3,3,4,1,1,1,1,2.52941176470588,1.10742108598111,3.3,1.05934990547138,2.25,0.462910049886276,1.66666666666667,0.516397779494322,3.5,0.547722557505166,1,0
"159",3,2,2,2,2,3,2,3,2,4,4,4,3,3,4,4,4,3,4,5,4,4,3,3,3,3,3,3,3,3,1,1,1,1,2.91176470588235,1.02595549135025,2.5,0.707106781186548,3.625,0.517549169506766,3.83333333333333,0.752772652709081,3,0,1,0
"160",5,3,5,5,5,5,5,1,3,1,5,3,1,4,5,5,3,3,1,1,1,1,1,1,3,3,3,1,3,4,2,2,1,1,2.82352941176471,1.62313927472948,3.8,1.68654808542314,3.625,1.40788595317336,1,0,2.83333333333333,0.983192080250175,1.5,0.577350269189626
"161",3,2,1,2,3,4,1,1,4,3,4,5,2,3,5,4,4,3,1,4,3,5,2,3,1,2,2,1,2,2,4,3,3,4,2.82352941176471,1.24244598041937,2.4,1.17378779077727,3.75,1.03509833901353,3,1.4142135623731,1.66666666666667,0.516397779494322,3.5,0.577350269189626
"162",2,1,3,4,5,4,1,1,1,2,2,2,2,1,4,2,1,3,1,2,1,1,1,3,4,3,5,4,5,5,1,1,1,1,2.35294117647059,1.45398830684257,2.4,1.50554530541816,2.125,0.991031208965115,1.5,0.836660026534076,4.33333333333333,0.816496580927726,1,0
"163",1,1,1,1,1,1,1,1,1,1,4,5,5,3,5,4,5,4,4,5,5,5,4,5,1,3,2,2,2,1,1,1,1,1,2.58823529411765,1.72534839799797,1,0,4.375,0.744023809142845,4.66666666666667,0.516397779494322,1.83333333333333,0.752772652709081,1,0
"164",2,2,1,1,1,1,1,1,1,2,4,2,2,2,4,2,2,2,5,4,4,4,2,4,3,4,2,3,4,2,1,1,1,2,2.32352941176471,1.22401693975439,1.3,0.483045891539648,2.5,0.925820099772551,3.83333333333333,0.983192080250175,3,0.894427190999916,1.25,0.5
"165",3,2,1,3,3,2,1,3,2,3,4,3,3,4,4,4,3,3,4,4,4,5,3,4,3,4,5,4,4,4,1,1,1,1,3.02941176470588,1.1930428150931,2.3,0.823272602348565,3.5,0.534522483824849,4,0.632455532033676,4,0.632455532033676,1,0
"166",2,2,2,3,5,4,1,1,2,2,4,5,1,4,5,5,3,3,1,5,5,5,3,5,5,4,5,1,1,5,1,2,2,2,3.11764705882353,1.59097275146376,2.4,1.26491106406735,3.75,1.38873014965883,4,1.67332005306815,3.5,1.97484176581315,1.75,0.5
